Datum;Arbeitslose SH
11.01.2019;86725
12.01.2019;86725
13.01.2019;86725
14.01.2019;86725
15.01.2019;86725
16.01.2019;86725
17.01.2019;86725
18.01.2019;86725
19.01.2019;86725
20.01.2019;86725
21.01.2019;86725
22.01.2019;86725
23.01.2019;86725
24.01.2019;86725
25.01.2019;86725
26.01.2019;86725
27.01.2019;86725
28.01.2019;86725
29.01.2019;86725
30.01.2019;86725
31.01.2019;86725
01.02.2019;85141
02.02.2019;85141
03.02.2019;85141
04.02.2019;85141
05.02.2019;85141
06.02.2019;85141
07.02.2019;85141
08.02.2019;85141
09.02.2019;85141
10.02.2019;85141
11.02.2019;85141
12.02.2019;85141
13.02.2019;85141
14.02.2019;85141
15.02.2019;85141
16.02.2019;85141
17.02.2019;85141
18.02.2019;85141
19.02.2019;85141
20.02.2019;85141
21.02.2019;85141
22.02.2019;85141
23.02.2019;85141
24.02.2019;85141
25.02.2019;85141
26.02.2019;85141
27.02.2019;85141
28.02.2019;85141
01.03.2019;82189
02.03.2019;82189
03.03.2019;82189
04.03.2019;82189
05.03.2019;82189
06.03.2019;82189
07.03.2019;82189
08.03.2019;82189
09.03.2019;82189
10.03.2019;82189
11.03.2019;82189
12.03.2019;82189
13.03.2019;82189
14.03.2019;82189
15.03.2019;82189
16.03.2019;82189
17.03.2019;82189
18.03.2019;82189
19.03.2019;82189
21.03.2019;82189
22.03.2019;82189
23.03.2019;82189
24.03.2019;82189
25.03.2019;82189
26.03.2019;82189
27.03.2019;82189
28.03.2019;82189
29.03.2019;82189
30.03.2019;82189
31.03.2019;82189
01.04.2019;78658
02.04.2019;78658
04.04.2019;78658
05.04.2019;78658
06.04.2019;78658
07.04.2019;78658
08.04.2019;78658
09.04.2019;78658
10.04.2019;78658
11.04.2019;78658
12.04.2019;78658
13.04.2019;78658
14.04.2019;78658
15.04.2019;78658
16.04.2019;78658
17.04.2019;78658
18.04.2019;78658
20.04.2019;78658
21.04.2019;78658
22.04.2019;78658
23.04.2019;78658
24.04.2019;78658
25.04.2019;78658
26.04.2019;78658
27.04.2019;78658
28.04.2019;78658
29.04.2019;78658
30.04.2019;78658
02.05.2019;78496
03.05.2019;78496
04.05.2019;78496
05.05.2019;78496
06.05.2019;78496
07.05.2019;78496
08.05.2019;78496
09.05.2019;78496
10.05.2019;78496
11.05.2019;78496
12.05.2019;78496
13.05.2019;78496
14.05.2019;78496
15.05.2019;78496
16.05.2019;78496
17.05.2019;78496
18.05.2019;78496
19.05.2019;78496
20.05.2019;78496
21.05.2019;78496
22.05.2019;78496
23.05.2019;78496
24.05.2019;78496
25.05.2019;78496
26.05.2019;78496
27.05.2019;78496
28.05.2019;78496
29.05.2019;78496
30.05.2019;78496
31.05.2019;78496
